SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
124041467,Windsor - Bligh Park,13800,Hawkesbury (C),1,Good,Good,0
124041468,Yarramundi - Londonderry,13800,Hawkesbury (C),0.1148364,Good,Good,0
124041468,Yarramundi - Londonderry,16350,Penrith (C),0.8851636,Good,Good,0
124051469,Erskine Park,16350,Penrith (C),1,Good,Good,0
124051470,St Clair,16350,Penrith (C),1,Good,Good,0
124051580,Colyton - Oxley Park,16350,Penrith (C),1,Good,Good,0
124051581,St Marys - North St Marys,16350,Penrith (C),1,Good,Good,0
125011473,Homebush Bay - Silverwater,16260,Parramatta (C),1,Good,Good,0
125011475,Rookwood Cemetery,12380,Cumberland (A),1,Good,Good,0
125011582,Auburn - Central,12380,Cumberland (A),1,Good,Good,0
125011583,Auburn - North,12380,Cumberland (A),1,Good,Good,0
125011584,Auburn - South,12380,Cumberland (A),1,Good,Good,0
125011585,Berala,12380,Cumberland (A),1,Good,Good,0
125011586,Lidcombe,12380,Cumberland (A),1,Good,Good,0
125011587,Regents Park,11570,Canterbury-Bankstown (A),0.1390859,Good,Good,0
125011587,Regents Park,12380,Cumberland (A),0.8609141,Good,Good,0
125021476,Carlingford,16260,Parramatta (C),1,Good,Good,0
125021476,Carlingford,17420,The Hills Shire (A),0,Good,Good,1
125021477,Ermington - Rydalmere,16260,Parramatta (C),1,Good,Good,0
125021478,Oatlands - Dundas Valley,16260,Parramatta (C),1,Good,Good,0
125031479,Chester Hill - Sefton,11570,Canterbury-Bankstown (A),1,Good,Good,0
125031480,Fairfield - East,12380,Cumberland (A),0.0109096,Good,Good,0
125031480,Fairfield - East,12850,Fairfield (C),0.9890904,Good,Good,0
125031481,Granville - Clyde,12380,Cumberland (A),0.9249675,Good,Good,0
125031481,Granville - Clyde,16260,Parramatta (C),0.0750325,Good,Good,0
125031482,Greystanes - Pemulwuy,12380,Cumberland (A),1,Good,Good,0
125031483,Guildford - South Granville,12380,Cumberland (A),1,Good,Good,0
125031484,Guildford West - Merrylands West,12380,Cumberland (A),1,Good,Good,0
125031485,Merrylands - Holroyd,12380,Cumberland (A),1,Good,Good,0
125031486,Smithfield Industrial,12380,Cumberland (A),1,Good,Good,0
125031487,Yennora Industrial,12380,Cumberland (A),1,Good,Good,0
125041489,North Parramatta,16260,Parramatta (C),1,Good,Good,0
125041490,North Rocks,16260,Parramatta (C),0.9315086,Good,Good,0
125041490,North Rocks,17420,The Hills Shire (A),0.0684914,Good,Good,0
125041491,Northmead,16260,Parramatta (C),1,Good,Good,0
125041492,Parramatta - Rosehill,16260,Parramatta (C),1,Good,Good,0
125041493,Toongabbie - Constitution Hill,16260,Parramatta (C),1,Good,Good,0
125041494,Winston Hills,16260,Parramatta (C),0.9953695,Good,Good,0
125041494,Winston Hills,17420,The Hills Shire (A),0.0046305,Good,Good,1
125041588,Pendle Hill - Girraween,12380,Cumberland (A),1,Good,Good,0
125041589,Wentworthville - Westmead,12380,Cumberland (A),0.9810139,Good,Good,0
125041589,Wentworthville - Westmead,16260,Parramatta (C),0.0189861,Good,Good,0
126011495,Epping - North Epping,14000,Hornsby (A),0.1668942,Good,Good,0
126011495,Epping - North Epping,16260,Parramatta (C),0.8331058,Good,Good,0
126011496,Pennant Hills - Cheltenham,14000,Hornsby (A),1,Good,Good,0
126021497,Eastwood - Denistone,16260,Parramatta (C),0.1822469,Good,Good,0
126021497,Eastwood - Denistone,16700,Ryde (C),0.8177531,Good,Good,0
126021498,Gladesville - Huntleys Point,14100,Hunters Hill (A),0.2542737,Acceptable,Good,0
126021498,Gladesville - Huntleys Point,16700,Ryde (C),0.7457263,Good,Good,0
126021499,Hunters Hill - Woolwich,14100,Hunters Hill (A),1,Acceptable,Good,0
126021500,Macquarie Park - Marsfield,16700,Ryde (C),1,Good,Good,0
126021501,North Ryde - East Ryde,16700,Ryde (C),1,Good,Good,0
126021503,West Ryde - Meadowbank,16700,Ryde (C),1,Good,Good,0
126021590,Putney,16700,Ryde (C),1,Good,Good,0
126021591,Ryde,16700,Ryde (C),1,Good,Good,0
127011504,Ashcroft - Busby - Miller,14900,Liverpool (C),1,Good,Good,0
127011505,Austral - Greendale,14900,Liverpool (C),1,Good,Good,0
127011506,Cobbitty - Leppington,11450,Camden (A),0.9936766,Good,Good,0
127011506,Cobbitty - Leppington,14900,Liverpool (C),0.0063234,Good,Good,1
127011592,Badgerys Creek,14900,Liverpool (C),1,Good,Good,0
127011593,Cecil Hills,14900,Liverpool (C),1,Good,Good,0
127011594,Green Valley,14900,Liverpool (C),1,Good,Good,0
127011595,Hinchinbrook,14900,Liverpool (C),1,Good,Good,0
127011596,Hoxton Park - Carnes Hill - Horningsea Park,14900,Liverpool (C),1,Good,Good,0
127011597,West Hoxton - Middleton Grange,14900,Liverpool (C),1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,12850,Fairfield (C),1,Good,Good,0
127021510,Bossley Park - Abbotsbury,12850,Fairfield (C),1,Good,Good,0
127021511,Cabramatta - Lansvale,12850,Fairfield (C),1,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,12850,Fairfield (C),0.9692773,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,14900,Liverpool (C),0.0307227,Good,Good,0
127021513,Canley Vale - Canley Heights,12850,Fairfield (C),1,Good,Good,0
127021514,Edensor Park,12850,Fairfield (C),1,Good,Good,0
127021515,Fairfield,12850,Fairfield (C),1,Good,Good,0
127021516,Fairfield - West,12850,Fairfield (C),1,Good,Good,0
127021517,Greenfield Park - Prairiewood,12850,Fairfield (C),1,Good,Good,0
127021518,Horsley Park - Kemps Creek,12850,Fairfield (C),0.593419,Good,Good,0
127021518,Horsley Park - Kemps Creek,16350,Penrith (C),0.406581,Good,Good,0
127021519,Smithfield - Wetherill Park,12850,Fairfield (C),1,Good,Good,0
127021520,St Johns Park - Wakeley,12850,Fairfield (C),1,Good,Good,0
127021521,Wetherill Park Industrial,12850,Fairfield (C),1,Good,Good,0
127031522,Casula,14900,Liverpool (C),1,Good,Good,0
127031523,Chipping Norton - Moorebank,14900,Liverpool (C),1,Good,Good,0
127031524,Holsworthy - Wattle Grove,14900,Liverpool (C),0.9715376,Good,Good,0
127031524,Holsworthy - Wattle Grove,17150,Sutherland Shire (A),0.0284624,Good,Good,0
127031598,Liverpool,14900,Liverpool (C),1,Good,Good,0
127031599,Lurnea - Cartwright,14900,Liverpool (C),1,Good,Good,0
127031600,Prestons - Edmondson Park,14900,Liverpool (C),1,Good,Good,0
127031601,Warwick Farm,14900,Liverpool (C),1,Good,Good,0
128011529,Gymea - Grays Point,17150,Sutherland Shire (A),1,Good,Good,0
128011530,Miranda - Yowie Bay,17150,Sutherland Shire (A),1,Good,Good,0
128011531,Sylvania - Taren Point,17150,Sutherland Shire (A),1,Good,Good,0
128011602,Caringbah,17150,Sutherland Shire (A),1,Good,Good,0
128011603,Caringbah South,17150,Sutherland Shire (A),1,Good,Good,0
128011604,Cronulla - Kurnell - Bundeena,17150,Sutherland Shire (A),1,Good,Good,0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,17150,Sutherland Shire (A),1,Good,Good,0
128011606,Woolaware - Burraneer,17150,Sutherland Shire (A),1,Good,Good,0
128021533,Heathcote - Waterfall,17150,Sutherland Shire (A),1,Good,Good,0
128021534,Illawong - Alfords Point,17150,Sutherland Shire (A),1,Good,Good,0
128021535,Menai - Lucas Heights - Woronora,17150,Sutherland Shire (A),1,Good,Good,0
128021536,Oyster Bay - Como - Jannali,17150,Sutherland Shire (A),1,Good,Good,0
128021537,Royal National Park,17150,Sutherland Shire (A),1,Good,Good,0
128021538,Sutherland - Kirrawee,17150,Sutherland Shire (A),1,Good,Good,0
128021607,Engadine,17150,Sutherland Shire (A),1,Good,Good,0
128021608,Loftus - Yarrawarrah,17150,Sutherland Shire (A),1,Good,Good,0
128021609,Woronora Heights,17150,Sutherland Shire (A),1,Good,Good,0
201011001,Alfredton,20570,Ballarat (C),1,Good,Good,0
201011002,Ballarat,20570,Ballarat (C),1,Good,Good,0
201011003,Ballarat - North,20570,Ballarat (C),0.9954441,Good,Good,0
201011003,Ballarat - North,25150,Moorabool (S),0.0045559,Good,Good,1
201011004,Ballarat - South,20570,Ballarat (C),1,Good,Good,0
201011005,Buninyong,20570,Ballarat (C),0.9864639,Good,Good,0
201011005,Buninyong,25150,Moorabool (S),0.0135361,Good,Good,0
201011006,Delacombe,20570,Ballarat (C),1,Good,Good,0
201011007,Smythes Creek,22490,Golden Plains (S),1,Good,Good,0
201011008,Wendouree - Miners Rest,20570,Ballarat (C),1,Good,Good,0
201021009,Bacchus Marsh Region,25150,Moorabool (S),1,Good,Good,0
201021010,Creswick - Clunes,20570,Ballarat (C),0.1667518,Good,Good,0
201021010,Creswick - Clunes,22910,Hepburn (S),0.8277579,Good,Good,0
201021010,Creswick - Clunes,25150,Moorabool (S),0.0054903,Good,Good,1
201021011,Daylesford,22910,Hepburn (S),0.9788496,Good,Good,0
201021011,Daylesford,25150,Moorabool (S),0.0211504,Good,Good,0
201021012,Gordon (Vic.),20570,Ballarat (C),0.0779865,Good,Good,0
201021012,Gordon (Vic.),22910,Hepburn (S),0.0101028,Good,Good,0
201021012,Gordon (Vic.),25150,Moorabool (S),0.9119107,Good,Good,0
201031013,Avoca,20260,Ararat (RC),0.056701,Good,Good,0
201031013,Avoca,20570,Ballarat (C),0.0151607,Good,Good,0
201031013,Avoca,22910,Hepburn (S),0.0030321,Good,Good,1
201031013,Avoca,25990,Pyrenees (S),0.9251061,Good,Good,0
201031014,Beaufort,20260,Ararat (RC),0.0041265,Good,Good,1
201031014,Beaufort,20570,Ballarat (C),0.0518111,Good,Good,0
201031014,Beaufort,25990,Pyrenees (S),0.9440624,Good,Good,0
201031015,Golden Plains - North,22490,Golden Plains (S),1,Good,Good,0
201031016,Maryborough (Vic.),21670,Central Goldfields (S),1,Good,Good,0
201031017,Maryborough Region,21670,Central Goldfields (S),0.959757,Good,Good,0
201031017,Maryborough Region,23940,Loddon (S),0.0394837,Good,Good,0
201031017,Maryborough Region,25430,Mount Alexander (S),0.0007593,Good,Good,1
202011018,Bendigo,22620,Greater Bendigo (C),1,Good,Good,0
202011019,California Gully - Eaglehawk,22620,Greater Bendigo (C),1,Good,Good,0
202011020,East Bendigo - Kennington,22620,Greater Bendigo (C),1,Good,Good,0
202011021,Flora Hill - Spring Gully,22620,Greater Bendigo (C),1,Good,Good,0
202011022,Kangaroo Flat - Golden Square,22620,Greater Bendigo (C),1,Good,Good,0
202011023,Maiden Gully,22620,Greater Bendigo (C),1,Good,Good,0
202011024,Strathfieldsaye,22620,Greater Bendigo (C),1,Good,Good,0
202011025,White Hills - Ascot,22620,Greater Bendigo (C),1,Good,Good,0
202021026,Bendigo Region - South,22620,Greater Bendigo (C),0.9841358,Good,Good,0
202021026,Bendigo Region - South,23940,Loddon (S),0.0140551,Good,Good,0
202021026,Bendigo Region - South,25430,Mount Alexander (S),0.0018091,Good,Good,1
202021027,Castlemaine,25430,Mount Alexander (S),1,Good,Good,0
202021028,Castlemaine Region,21670,Central Goldfields (S),0.0020035,Good,Good,1
202021028,Castlemaine Region,22620,Greater Bendigo (C),0.0347672,Good,Good,0
202021028,Castlemaine Region,23940,Loddon (S),0.0028285,Good,Good,1
202021028,Castlemaine Region,25430,Mount Alexander (S),0.9604007,Good,Good,0
202021029,Heathcote,22620,Greater Bendigo (C),1,Good,Good,0
202021030,Kyneton,24130,Macedon Ranges (S),0.9979279,Good,Good,0
202021030,Kyneton,25430,Mount Alexander (S),0.0020721,Good,Good,1
202021031,Woodend,24130,Macedon Ranges (S),1,Good,Good,0
202031032,Bendigo Region - North,22620,Greater Bendigo (C),0.9696412,Good,Good,0
202031032,Bendigo Region - North,23940,Loddon (S),0.0303588,Good,Good,0
202031033,Loddon,23940,Loddon (S),1,Good,Good,0
203011034,Bannockburn,22490,Golden Plains (S),1,Good,Good,0
203011035,Golden Plains - South,22490,Golden Plains (S),1,Good,Good,0
203011036,Winchelsea,26490,Surf Coast (S),1,Good,Good,0
203021037,Belmont,22750,Greater Geelong (C),1,Good,Good,0
203021038,Corio - Norlane,22750,Greater Geelong (C),1,Good,Good,0
203021039,Geelong,22750,Greater Geelong (C),1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,22750,Greater Geelong (C),1,Good,Good,0
203021041,Grovedale,22750,Greater Geelong (C),1,Good,Good,0
203021042,Highton,22750,Greater Geelong (C),1,Good,Good,0
203021043,Lara,22750,Greater Geelong (C),1,Good,Good,0
203021044,Leopold,22750,Greater Geelong (C),1,Good,Good,0
203021045,Newcomb - Moolap,22750,Greater Geelong (C),1,Good,Good,0
203021046,Newtown (Vic.),22750,Greater Geelong (C),1,Good,Good,0
203021047,North Geelong - Bell Park,22750,Greater Geelong (C),1,Good,Good,0
203031048,Clifton Springs,22750,Greater Geelong (C),1,Good,Good,0
203031049,Lorne - Anglesea,26490,Surf Coast (S),1,Good,Good,0
203031050,Ocean Grove - Barwon Heads,22750,Greater Geelong (C),0.9906187,Good,Good,0
203031050,Ocean Grove - Barwon Heads,26490,Surf Coast (S),0.0093813,Good,Good,1
203031051,Portarlington,22750,Greater Geelong (C),1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,22750,Greater Geelong (C),0.3125451,Good,Good,0
203031052,Point Lonsdale - Queenscliff,26080,Queenscliffe (B),0.6874549,Poor,Good,0
203031053,Torquay,26490,Surf Coast (S),1,Good,Good,0
204011054,Alexandra,24250,Mansfield (S),0,Good,Good,1
204011054,Alexandra,25620,Murrindindi (S),1,Good,Good,0
204011054,Alexandra,29399,Unincorporated Vic,0,Poor,Good,1
204011055,Euroa,25620,Murrindindi (S),0.0004773,Good,Good,1
204011055,Euroa,26430,Strathbogie (S),0.9995227,Good,Good,0
204011056,Kilmore - Broadford,24850,Mitchell (S),1,Good,Good,0
204011057,Mansfield (Vic.),21010,Benalla (RC),0,Good,Good,1
204011057,Mansfield (Vic.),24250,Mansfield (S),0.9702287,Good,Good,0
204011057,Mansfield (Vic.),25620,Murrindindi (S),0.0018112,Good,Good,1
204011057,Mansfield (Vic.),29399,Unincorporated Vic,0.0279602,Poor,Good,0
204011058,Nagambie,24850,Mitchell (S),0.0067449,Good,Good,1
204011058,Nagambie,26430,Strathbogie (S),0.9932551,Good,Good,0
204011059,Seymour,24850,Mitchell (S),1,Good,Good,0
204011060,Seymour Region,24850,Mitchell (S),1,Good,Good,0
204011061,Upper Yarra Valley,27450,Yarra Ranges (S),1,Good,Good,0
204011062,Yea,24850,Mitchell (S),0.0087152,Good,Good,1
204011062,Yea,25620,Murrindindi (S),0.9912848,Good,Good,0
204021063,Benalla,21010,Benalla (RC),1,Good,Good,0
204021064,Benalla Region,21010,Benalla (RC),0.9841974,Good,Good,0
204021064,Benalla Region,22830,Greater Shepparton (C),0.0091489,Good,Good,1
204021064,Benalla Region,24250,Mansfield (S),0,Good,Good,1
204021064,Benalla Region,26430,Strathbogie (S),0.0066537,Good,Good,1
204021065,Rutherglen,23350,Indigo (S),1,Good,Good,0
204021066,Wangaratta,26700,Wangaratta (RC),1,Good,Good,0
204021067,Wangaratta Region,26700,Wangaratta (RC),1,Good,Good,0
204031068,Beechworth,23350,Indigo (S),1,Good,Good,0
204031069,Bright - Mount Beauty,20110,Alpine (S),0.940425,Good,Good,0
204031069,Bright - Mount Beauty,29399,Unincorporated Vic,0.059575,Poor,Good,0
204031070,Chiltern - Indigo Valley,23350,Indigo (S),1,Good,Good,0
204031071,Myrtleford,20110,Alpine (S),1,Good,Good,0
204031072,Towong,26670,Towong (S),1,Good,Good,0
204031073,West Wodonga,27170,Wodonga (C),1,Good,Good,0
204031074,Wodonga,27170,Wodonga (C),1,Good,Good,0
204031075,Yackandandah,20110,Alpine (S),0.0086782,Good,Good,1
204031075,Yackandandah,23350,Indigo (S),0.9837561,Good,Good,0
204031075,Yackandandah,26670,Towong (S),0.0075656,Good,Good,1
205011076,Drouin,20830,Baw Baw (S),1,Good,Good,0
205011077,Mount Baw Baw Region,20830,Baw Baw (S),0.9596263,Good,Good,0
205011077,Mount Baw Baw Region,23810,Latrobe (C) (Vic.),0.035035,Good,Good,0
205011077,Mount Baw Baw Region,29399,Unincorporated Vic,0.0053387,Poor,Good,1
205011078,Trafalgar (Vic.),20830,Baw Baw (S),0.9982953,Good,Good,0
205011078,Trafalgar (Vic.),23810,Latrobe (C) (Vic.),0,Good,Good,1
205011078,Trafalgar (Vic.),26170,South Gippsland (S),0.0017047,Good,Good,1
205011079,Warragul,20830,Baw Baw (S),1,Good,Good,0
205021080,Alps - East,22110,East Gippsland (S),1,Good,Good,0
205021081,Bairnsdale,22110,East Gippsland (S),1,Good,Good,0
205021082,Bruthen - Omeo,22110,East Gippsland (S),0.985121,Good,Good,0
205021082,Bruthen - Omeo,26810,Wellington (S),0.014879,Good,Good,0
205021083,Lake King,22110,East Gippsland (S),1,Good,Good,0
205021084,Lakes Entrance,22110,East Gippsland (S),1,Good,Good,0
205021085,Orbost,22110,East Gippsland (S),1,Good,Good,0
205021085,Orbost,29399,Unincorporated Vic,0,Poor,Good,1
205021086,Paynesville,22110,East Gippsland (S),1,Good,Good,0
205031087,Foster,26170,South Gippsland (S),1,Good,Good,0
205031087,Foster,29399,Unincorporated Vic,0,Poor,Good,1
205031088,French Island,29399,Unincorporated Vic,1,Poor,Good,0
205031089,Korumburra,20740,Bass Coast (S),0.0259312,Good,Good,0
205031089,Korumburra,20830,Baw Baw (S),0.0061532,Good,Good,1
205031089,Korumburra,26170,South Gippsland (S),0.9679156,Good,Good,0
205031090,Leongatha,20830,Baw Baw (S),0.0007235,Good,Good,1
205031090,Leongatha,23810,Latrobe (C) (Vic.),0.0047025,Good,Good,1
205031090,Leongatha,26170,South Gippsland (S),0.9945741,Good,Good,0
205031091,Phillip Island,20740,Bass Coast (S),1,Good,Good,0
205031092,Wilsons Promontory,26170,South Gippsland (S),0.9999692,Good,Good,0
205031092,Wilsons Promontory,26810,Wellington (S),6.2e-06,Good,Good,1
205031092,Wilsons Promontory,29399,Unincorporated Vic,2.46e-05,Poor,Good,1
205031093,Wonthaggi - Inverloch,20740,Bass Coast (S),0.998336,Good,Good,0
205031093,Wonthaggi - Inverloch,26170,South Gippsland (S),0.001664,Good,Good,1
205041094,Churchill,23810,Latrobe (C) (Vic.),0.9933508,Good,Good,0
205041094,Churchill,26170,South Gippsland (S),0.0066492,Good,Good,1
205041095,Moe - Newborough,20830,Baw Baw (S),0.0006054,Good,Good,1
205041095,Moe - Newborough,23810,Latrobe (C) (Vic.),0.9993946,Good,Good,0
205041096,Morwell,23810,Latrobe (C) (Vic.),1,Good,Good,0
205041097,Traralgon,23810,Latrobe (C) (Vic.),1,Good,Good,0
205041098,Yallourn North - Glengarry,20830,Baw Baw (S),0.005912,Good,Good,1
205041098,Yallourn North - Glengarry,23810,Latrobe (C) (Vic.),0.994088,Good,Good,0
205051099,Alps - West,26810,Wellington (S),1,Good,Good,0
205051100,Longford - Loch Sport,22110,East Gippsland (S),1e-07,Good,Good,1
205051100,Longford - Loch Sport,26810,Wellington (S),0.9999999,Good,Good,0
205051101,Maffra,26810,Wellington (S),1,Good,Good,0
205051102,Rosedale,26810,Wellington (S),1,Good,Good,0
205051103,Sale,26810,Wellington (S),1,Good,Good,0
205051104,Yarram,26810,Wellington (S),1,Good,Good,0
206011105,Brunswick,25250,Moreland (C),1,Good,Good,0
206011106,Brunswick East,25250,Moreland (C),1,Good,Good,0
206011107,Brunswick West,25250,Moreland (C),1,Good,Good,0
206011108,Coburg,25250,Moreland (C),1,Good,Good,0
206011109,Pascoe Vale South,25250,Moreland (C),1,Good,Good,0
206021110,Alphington - Fairfield,21890,Darebin (C),1,Good,Good,0
206021111,Northcote,21890,Darebin (C),1,Good,Good,0
206021112,Thornbury,21890,Darebin (C),1,Good,Good,0
206031113,Ascot Vale,25060,Moonee Valley (C),1,Good,Good,0
206031114,Essendon - Aberfeldie,25060,Moonee Valley (C),1,Good,Good,0
206031115,Flemington,25060,Moonee Valley (C),1,Good,Good,0
206031116,Moonee Ponds,25060,Moonee Valley (C),1,Good,Good,0
206041117,Carlton,24600,Melbourne (C),1,Good,Good,0
206041118,Docklands,24600,Melbourne (C),1,Good,Good,0
206041119,East Melbourne,24600,Melbourne (C),1,Good,Good,0
206041120,Flemington Racecourse,24600,Melbourne (C),1,Good,Good,0
206041121,Kensington (Vic.),24600,Melbourne (C),0.9987069,Good,Good,0
206041121,Kensington (Vic.),25060,Moonee Valley (C),0.0012931,Good,Good,1
206041122,Melbourne,24600,Melbourne (C),1,Good,Good,0
206041123,North Melbourne,24600,Melbourne (C),1,Good,Good,0
206041124,Parkville,24600,Melbourne (C),1,Good,Good,0
206041125,South Yarra - West,24600,Melbourne (C),1,Good,Good,0
206041126,Southbank,24600,Melbourne (C),1,Good,Good,0
206041127,West Melbourne,24600,Melbourne (C),1,Good,Good,0
206051128,Albert Park,25900,Port Phillip (C),1,Good,Good,0
206051129,Elwood,25900,Port Phillip (C),1,Good,Good,0
206051130,Port Melbourne,25900,Port Phillip (C),1,Good,Good,0
206051131,Port Melbourne Industrial,24600,Melbourne (C),0.3000141,Good,Good,0
206051131,Port Melbourne Industrial,25900,Port Phillip (C),0.6999859,Good,Good,0
206051132,South Melbourne,25900,Port Phillip (C),1,Good,Good,0
206051133,St Kilda,25900,Port Phillip (C),1,Good,Good,0
206051134,St Kilda East,25900,Port Phillip (C),1,Good,Good,0
206061135,Armadale,26350,Stonnington (C),1,Good,Good,0
206061136,Prahran - Windsor,26350,Stonnington (C),1,Good,Good,0
206061137,South Yarra - East,26350,Stonnington (C),1,Good,Good,0
206061138,Toorak,26350,Stonnington (C),1,Good,Good,0
206071139,Abbotsford,27350,Yarra (C),1,Good,Good,0
206071140,Carlton North - Princes Hill,24600,Melbourne (C),0.0003561,Good,Good,1
206071140,Carlton North - Princes Hill,27350,Yarra (C),0.9996439,Good,Good,0
206071141,Collingwood,27350,Yarra (C),1,Good,Good,0
206071142,Fitzroy,27350,Yarra (C),1,Good,Good,0
206071143,Fitzroy North,25250,Moreland (C),0.0648802,Good,Good,0
206071143,Fitzroy North,27350,Yarra (C),0.9351198,Good,Good,0
206071144,Richmond (Vic.),27350,Yarra (C),1,Good,Good,0
206071145,Yarra - North,27350,Yarra (C),1,Good,Good,0
207011146,Ashburton (Vic.),21110,Boroondara (C),1,Good,Good,0
207011147,Balwyn,21110,Boroondara (C),1,Good,Good,0
207011148,Balwyn North,21110,Boroondara (C),1,Good,Good,0
207011149,Camberwell,21110,Boroondara (C),1,Good,Good,0
207011150,Glen Iris - East,21110,Boroondara (C),1,Good,Good,0
207011151,Hawthorn,21110,Boroondara (C),1,Good,Good,0
207011152,Hawthorn East,21110,Boroondara (C),1,Good,Good,0
207011153,Kew,21110,Boroondara (C),1,Good,Good,0
207011154,Kew East,21110,Boroondara (C),1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,21110,Boroondara (C),1,Good,Good,0
207021156,Bulleen,21110,Boroondara (C),0,Good,Good,1
207021156,Bulleen,24210,Manningham (C),1,Good,Good,0
207021157,Doncaster,21110,Boroondara (C),0,Good,Good,1
207021157,Doncaster,24210,Manningham (C),1,Good,Good,0
207021157,Doncaster,26980,Whitehorse (C),0,Good,Good,1
207021159,Templestowe,24210,Manningham (C),1,Good,Good,0
207021160,Templestowe Lower,24210,Manningham (C),1,Good,Good,0
207021424,Doncaster East (North),24210,Manningham (C),1,Good,Good,0
207021425,Doncaster East (South),24210,Manningham (C),1,Good,Good,0
207031161,Blackburn,26980,Whitehorse (C),1,Good,Good,0
207031162,Blackburn South,26980,Whitehorse (C),1,Good,Good,0
207031163,Box Hill,26980,Whitehorse (C),1,Good,Good,0
207031164,Box Hill North,26980,Whitehorse (C),1,Good,Good,0
207031165,Burwood,26980,Whitehorse (C),1,Good,Good,0
207031166,Burwood East,26980,Whitehorse (C),1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,26980,Whitehorse (C),1,Good,Good,0
208011168,Beaumaris,20910,Bayside (C),1,Good,Good,0
208011169,Brighton (Vic.),20910,Bayside (C),1,Good,Good,0
208011170,Brighton East,20910,Bayside (C),1,Good,Good,0
208011171,Cheltenham - Highett (West),20910,Bayside (C),1,Good,Good,0
208011172,Hampton,20910,Bayside (C),1,Good,Good,0
208011173,Sandringham - Black Rock,20910,Bayside (C),1,Good,Good,0
208021174,Bentleigh - McKinnon,22310,Glen Eira (C),1,Good,Good,0
208021176,Carnegie,22310,Glen Eira (C),1,Good,Good,0
208021177,Caulfield - North,22310,Glen Eira (C),1,Good,Good,0
208021178,Caulfield - South,22310,Glen Eira (C),1,Good,Good,0
208021179,Elsternwick,22310,Glen Eira (C),1,Good,Good,0
208021180,Hughesdale,24970,Monash (C),1,Good,Good,0
208021181,Murrumbeena,22310,Glen Eira (C),1,Good,Good,0
208021182,Ormond - Glen Huntly,22310,Glen Eira (C),1,Good,Good,0
208021426,Bentleigh East (North),22310,Glen Eira (C),1,Good,Good,0
208021427,Bentleigh East (South),22310,Glen Eira (C),1,Good,Good,0
208031183,Aspendale Gardens - Waterways,23430,Kingston (C) (Vic.),1,Good,Good,0
208031184,Braeside,23430,Kingston (C) (Vic.),1,Good,Good,0
208031185,Carrum - Patterson Lakes,23430,Kingston (C) (Vic.),1,Good,Good,0
208031186,Chelsea - Bonbeach,23430,Kingston (C) (Vic.),1,Good,Good,0
208031187,Chelsea Heights,23430,Kingston (C) (Vic.),1,Good,Good,0
208031188,Cheltenham - Highett (East),23430,Kingston (C) (Vic.),1,Good,Good,0
208031189,Edithvale - Aspendale,23430,Kingston (C) (Vic.),1,Good,Good,0
208031190,Mentone,23430,Kingston (C) (Vic.),1,Good,Good,0
208031191,Moorabbin - Heatherton,23430,Kingston (C) (Vic.),1,Good,Good,0
208031192,Moorabbin Airport,23430,Kingston (C) (Vic.),1,Good,Good,0
208031193,Mordialloc - Parkdale,23430,Kingston (C) (Vic.),1,Good,Good,0
208041194,Malvern - Glen Iris,26350,Stonnington (C),1,Good,Good,0
208041195,Malvern East,26350,Stonnington (C),1,Good,Good,0
209011196,Bundoora - East,20660,Banyule (C),1,Good,Good,0
209011196,Bundoora - East,25710,Nillumbik (S),0,Good,Good,1
209011197,Greensborough,20660,Banyule (C),1,Good,Good,0
209011198,Heidelberg - Rosanna,20660,Banyule (C),1,Good,Good,0
209011199,Heidelberg West,20660,Banyule (C),1,Good,Good,0
209011200,Ivanhoe,20660,Banyule (C),1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,20660,Banyule (C),1,Good,Good,0
209011202,Montmorency - Briar Hill,20660,Banyule (C),1,Good,Good,0
209011203,Viewbank - Yallambie,20660,Banyule (C),1,Good,Good,0
209011204,Watsonia,20660,Banyule (C),1,Good,Good,0
209021205,Kingsbury,21890,Darebin (C),1,Good,Good,0
209021207,Reservoir - East,21890,Darebin (C),1,Good,Good,0
209021208,Reservoir - West,21890,Darebin (C),1,Good,Good,0
209021428,Preston - East,21890,Darebin (C),1,Good,Good,0
209021429,Preston - West,21890,Darebin (C),1,Good,Good,0
209031209,Eltham,25710,Nillumbik (S),1,Good,Good,0
209031210,Hurstbridge,25710,Nillumbik (S),1,Good,Good,0
209031211,Kinglake,25620,Murrindindi (S),1,Good,Good,0
209031212,Panton Hill - St Andrews,25710,Nillumbik (S),1,Good,Good,0
209031213,Plenty - Yarrambat,25710,Nillumbik (S),1,Good,Good,0
209031214,Research - North Warrandyte,25710,Nillumbik (S),1,Good,Good,0
